Palabra;Fuente;Negativo;Neutra;Positiva;Puntuacion
enviamela;cliente;1;0;0;-3
envian;cliente;0;0;1;2
enviare;cliente;0;0;1;3
enviarian;cliente;1;0;0;-4
enviarles;cliente;1;0;0;-3
enviarme;cliente;1;0;0;-2
enviarmela;cliente;0;0;1;5
enviarnos;cliente;1;0;0;-4
enviaron;cliente;0;0;1;3
envie;cliente;1;0;0;-5
envien;cliente;1;0;0;-3
envuar;cliente;1;0;0;-3
equiboco;cliente;1;0;0;-1
escobar;cliente;1;0;0;-5
escolar;cliente;0;1;0;0
escriba;cliente;1;0;0;-2
escribenos;cliente;0;0;1;1
escribo;cliente;1;0;0;-1
escuche;cliente;1;0;0;-4
escudero;cliente;0;0;1;4
esoty;cliente;1;0;0;-3
espacio;cliente;1;0;0;-1
espana;cliente;0;0;1;5
especifica;cliente;0;0;1;2
especificamente;cliente;0;0;1;1
esperare;cliente;0;0;1;5
espere;cliente;0;0;1;4
espero;cliente;0;0;1;5
esperogracias;cliente;0;1;0;0
esposa;cliente;1;0;0;-3
esposos;cliente;0;1;0;0
establecimiento;cliente;1;0;0;-5
estafar;cliente;0;0;1;5
estare;cliente;0;0;1;2
esteban;cliente;0;1;0;0
esten;cliente;1;0;0;-3
estimada;cliente;1;0;0;-1
estudiando;cliente;1;0;0;-3
estudiantes;cliente;0;0;1;4
estudio;cliente;0;0;1;5
esty;cliente;0;0;1;5
esxatencion;cliente;0;1;0;0
esya;cliente;1;0;0;-4
exacta;cliente;1;0;0;-1
excedente;cliente;1;0;0;-3
existencias;cliente;1;0;0;-5
explicar;cliente;0;0;1;4
expliqueme;cliente;0;0;1;4
express;cliente;0;0;1;5
extranjero;cliente;1;0;0;-2
factura;cliente;1;0;0;-1
facturacion;cliente;1;0;0;-2
faculta;cliente;1;0;0;-1
fajardo;cliente;0;0;1;1
fallezco;cliente;1;0;0;-2
familia;cliente;1;0;0;-4
favorestoy;cliente;0;1;0;0
favorr;cliente;0;0;1;3
final;cliente;0;0;1;2
finaliza;cliente;1;0;0;-3
financiando;cliente;1;0;0;-5
fines;cliente;1;0;0;-2
firmas;cliente;1;0;0;-1
fisicamente;cliente;1;0;0;-1
fisioterapia;cliente;1;0;0;-1
flex;cliente;0;0;1;4
fluido;cliente;0;1;0;0
forest;cliente;1;0;0;-5
formacion;cliente;0;0;1;3
formal;cliente;1;0;0;-3
formalmente;cliente;1;0;0;-3
formularios;cliente;0;0;1;5
francisco;cliente;0;0;1;5
franja;cliente;0;0;1;1
free;cliente;1;0;0;-3
frente;cliente;0;1;0;0
funciona;cliente;0;0;1;3
gael;cliente;1;0;0;-3
gamarra;cliente;0;0;1;4
ganan;cliente;0;0;1;1
gano;cliente;0;0;1;5
gasto;cliente;1;0;0;-1
genaro;cliente;0;1;0;0
generaron;cliente;0;0;1;2
genere;cliente;1;0;0;-1
genesis;cliente;1;0;0;-3
gente;cliente;1;0;0;-1
geranios;cliente;1;0;0;-4
gerencia;cliente;0;0;1;5
gestando;cliente;1;0;0;-5
giancarlostgmailcom;cliente;1;0;0;-2
ginecologica;cliente;0;1;0;0
grabadora;cliente;1;0;0;-1
gratuita;cliente;1;0;0;-3
grau;cliente;1;0;0;-5
gustaria;cliente;0;0;1;4
haber;cliente;0;0;1;3
haberl;cliente;0;0;1;2
habia;cliente;0;0;1;5
hablando;cliente;0;0;1;3
hable;cliente;0;0;1;1
habra;cliente;1;0;0;-1
habrir;cliente;1;0;0;-5
hacemos;cliente;1;0;0;-3
hacerle;cliente;1;0;0;-2
hacerme;cliente;1;0;0;-2
haciendo;cliente;0;0;1;3
haga;cliente;1;0;0;-3
hagan;cliente;1;0;0;-3
hago;cliente;0;0;1;5
hara;cliente;0;0;1;2
haran;cliente;1;0;0;-1
hare;cliente;0;0;1;2
haria;cliente;0;0;1;3
harian;cliente;1;0;0;-3
hecha;cliente;0;0;1;5
hecho;cliente;0;0;1;3
hechoa;cliente;1;0;0;-2
hice;cliente;1;0;0;-2
hicieron;cliente;0;1;0;0
hiocieron;cliente;0;1;0;0
hizo;cliente;0;0;1;5
hmm;cliente;0;0;1;3
hoal;cliente;1;0;0;-1
holaa;cliente;0;0;1;3
holannte;cliente;0;0;1;5
hora;cliente;0;0;1;2
horrillos;cliente;1;0;0;-1
hotmailcom;cliente;0;1;0;0
huacho;cliente;0;0;1;3
huancayo;cliente;1;0;0;-4
huaura;cliente;1;0;0;-4
hyundai;cliente;0;1;0;0
iba;cliente;0;0;1;1
iban;cliente;1;0;0;-4
icpna;cliente;1;0;0;-4
ierl;cliente;0;0;1;1
impuestos;cliente;1;0;0;-3
independiente;cliente;1;0;0;-5
indicarme;cliente;1;0;0;-4
indicaron;cliente;0;0;1;4
indiquen;cliente;1;0;0;-3
indiques;cliente;0;0;1;4
industrial;cliente;0;0;1;1
infeccion;cliente;0;1;0;0
info;cliente;0;0;1;4
informado;cliente;0;0;1;1
informaicon;cliente;0;0;1;3
informarcion;cliente;0;0;1;4
informarme;cliente;0;0;1;4
informaron;cliente;0;0;1;2
informativa;cliente;1;0;0;-2
informativo;cliente;1;0;0;-3
informcion;cliente;0;0;1;3
informes;cliente;1;0;0;-4
informo;cliente;1;0;0;-3
ingenex;cliente;1;0;0;-4
ingenieria;cliente;1;0;0;-5
inscrita;cliente;1;0;0;-4
inspeccion;cliente;1;0;0;-4
integral;cliente;0;0;1;1
intentado;cliente;1;0;0;-1
intente;cliente;1;0;0;-4
interesa;cliente;1;0;0;-4
interferencia;cliente;0;0;1;4
internarme;cliente;0;0;1;1
international;cliente;1;0;0;-4
interne;cliente;0;0;1;5
internet;cliente;1;0;0;-5
invalides;cliente;0;0;1;5
ire;cliente;1;0;0;-4
italia;cliente;0;0;1;5
ite;cliente;0;0;1;3
item;cliente;0;1;0;0
izquierdo;cliente;1;0;0;-2
jamiilhotmailcom;cliente;1;0;0;-2
javier;cliente;0;0;1;4
jburrancagmailcom;cliente;1;0;0;-1
jiron;cliente;0;0;1;1
jlfarfanjgmailcom;cliente;0;0;1;4
joshua;cliente;1;0;0;-4
jovenes;cliente;0;0;1;1
juamn;cliente;0;1;0;0
julio;cliente;0;0;1;2
junin;cliente;0;0;1;5
junio;cliente;0;0;1;2
jurada;cliente;0;1;0;0
juvilado;cliente;1;0;0;-3
kasnet;cliente;0;0;1;5
katerin;cliente;0;0;1;1
kenworth;cliente;1;0;0;-5
kids;cliente;0;0;1;1
kiera;cliente;0;0;1;2
laboraba;cliente;0;0;1;1
labore;cliente;0;0;1;5
labores;cliente;0;0;1;3
laboro;cliente;0;0;1;5
laptop;cliente;1;0;0;-5
ldatto;cliente;1;0;0;-2
legalizarlo;cliente;0;1;0;0
lempago;cliente;0;0;1;5
leoncio;cliente;1;0;0;-1
leydiqpinillosyahooes;cliente;0;0;1;5
libre;cliente;1;0;0;-4
libro;cliente;0;0;1;5
life;cliente;0;0;1;4
limalima;cliente;1;0;0;-3
limannlaurapamhotmailcomn;cliente;1;0;0;-3
limitantes;cliente;0;0;1;3
lineal;cliente;1;0;0;-1
liza;cliente;1;0;0;-3
llama;cliente;1;0;0;-3
llamadas;cliente;0;0;1;2
llamado;cliente;1;0;0;-4
llamar;cliente;0;0;1;3
llamaran;cliente;0;0;1;5
llamare;cliente;1;0;0;-3
llamarlos;cliente;0;0;1;4
llamaron;cliente;0;0;1;3
llame;cliente;0;1;0;0
llamo;cliente;0;0;1;4
llano;cliente;1;0;0;-5
llegan;cliente;1;0;0;-4
llego;cliente;1;0;0;-2
lleno;cliente;0;0;1;5
llevaba;cliente;0;0;1;4
llevar;cliente;1;0;0;-3
llevaron;cliente;0;0;1;2
logro;cliente;1;0;0;-4
loque;cliente;0;0;1;2
lote;cliente;1;0;0;-3
lugares;cliente;0;0;1;1
luna;cliente;0;0;1;4
madilla;cliente;1;0;0;-1
maison;cliente;0;0;1;5
mama;cliente;0;0;1;2
management;cliente;0;0;1;4
mancilla;cliente;0;0;1;2
mandado;cliente;0;1;0;0
mandamos;cliente;1;0;0;-4
mandan;cliente;0;0;1;1
mandar;cliente;0;1;0;0
mandarmelas;cliente;1;0;0;-5
mandaron;cliente;1;0;0;-2
mande;cliente;1;0;0;-4
maneja;cliente;0;0;1;4
manejo;cliente;1;0;0;-5
manrique;cliente;1;0;0;-4
mantenerla;cliente;0;0;1;3
mantenimiento;cliente;0;1;0;0
manuera;cliente;1;0;0;-1
manzana;cliente;1;0;0;-4
marianosalasaranahotmailcom;cliente;0;0;1;5
martes;cliente;0;0;1;3
martin;cliente;1;0;0;-3
maryannzunigahotmailcom;cliente;1;0;0;-5
marzo;cliente;1;0;0;-5
max;cliente;0;0;1;5
mayo;cliente;0;0;1;4
maythee;cliente;0;0;1;2
mccann;cliente;0;0;1;4
media;cliente;0;0;1;4
medicamento;cliente;0;0;1;4
medicinas;cliente;1;0;0;-4
meestaban;cliente;0;0;1;1
mejia;cliente;1;0;0;-1
mencionar;cliente;1;0;0;-2
menciono;cliente;0;0;1;4
mensaje;cliente;0;0;1;5
mensiona;cliente;1;0;0;-2
mensualidad;cliente;1;0;0;-4
mensualmente;cliente;1;0;0;-5
mercedes;cliente;0;1;0;0
merida;cliente;0;0;1;2
mesed;cliente;1;0;0;-4
mia;cliente;0;0;1;1
miercoles;cliente;1;0;0;-2
mil;cliente;0;0;1;2
milahotmailcom;cliente;0;1;0;0
mili;cliente;1;0;0;-4
millones;cliente;1;0;0;-4
minimos;cliente;1;0;0;-2
mio;cliente;0;0;1;3
mira;cliente;1;0;0;-2
mire;cliente;0;0;1;3
mismos;cliente;1;0;0;-3
miyasato;cliente;0;0;1;1
modo;cliente;1;0;0;-2
mollendo;cliente;1;0;0;-5
mometno;cliente;0;0;1;3
mora;cliente;0;0;1;4
moron;cliente;0;0;1;3
movimientos;cliente;0;0;1;1
mucha;cliente;0;1;0;0
muguerza;cliente;1;0;0;-4
mype;cliente;1;0;0;-5
nacer;cliente;0;0;1;3
nadie;cliente;1;0;0;-4
nav;cliente;0;0;1;1
ndomicilio;cliente;1;0;0;-4
neceito;cliente;1;0;0;-5
necesita;cliente;0;0;1;4
negocio;cliente;1;0;0;-5
negocios;cliente;1;0;0;-5
negritos;cliente;1;0;0;-3
nelly;cliente;0;0;1;4
nely;cliente;1;0;0;-4
nesta;cliente;0;0;1;3
nevesito;cliente;1;0;0;-1
nina;cliente;1;0;0;-5
ningun;cliente;1;0;0;-4
ninguna;cliente;0;0;1;5
nmodelo;cliente;1;0;0;-5
nnanagmailcom;cliente;0;0;1;2
nntelefononnnhe;cliente;1;0;0;-5
nº;cliente;0;0;1;1
noche;cliente;0;0;1;1
nocontestan;cliente;1;0;0;-2
nonme;cliente;1;0;0;-1
nose;cliente;1;0;0;-2
nov;cliente;0;0;1;4
noviembre;cliente;1;0;0;-3
novoa;cliente;1;0;0;-3
npinillos;cliente;0;0;1;1
nquiere;cliente;0;0;1;1
nro;cliente;1;0;0;-5
nueva;cliente;1;0;0;-1
nunca;cliente;0;1;0;0
nutritional;cliente;1;0;0;-1
obligados;cliente;1;0;0;-4
obtuve;cliente;1;0;0;-4
oct;cliente;1;0;0;-5
octubre;cliente;1;0;0;-1
ocupada;cliente;1;0;0;-5
odcontologico;cliente;0;0;1;1
odontologica;cliente;1;0;0;-3
oficial;cliente;0;0;1;3
ofreciendo;cliente;1;0;0;-5
ohh;cliente;0;0;1;5
okay;cliente;0;0;1;2
okmuchas;cliente;1;0;0;-4
okok;cliente;0;0;1;2
omiten;cliente;0;0;1;3
omitir;cliente;1;0;0;-4
once;cliente;1;0;0;-5
operaron;cliente;0;0;1;5
orden;cliente;0;0;1;4
orientacion;cliente;1;0;0;-5
orlando;cliente;1;0;0;-2
oro;cliente;1;0;0;-2
osea;cliente;1;0;0;-3
otrodida;cliente;0;0;1;4
ouchhh;cliente;0;0;1;3
oye;cliente;1;0;0;-3
pagara;cliente;0;0;1;1
pagaria;cliente;0;1;0;0
pagarle;cliente;1;0;0;-3
pagarlo;cliente;1;0;0;-2
pague;cliente;1;0;0;-4
paicologia;cliente;0;0;1;3
palaciosrivasgmailcom;cliente;0;0;1;5
palpa;cliente;0;1;0;0
papa;cliente;0;0;1;5
papeles;cliente;1;0;0;-3
parachoque;cliente;1;0;0;-3
parami;cliente;1;0;0;-2
parece;cliente;1;0;0;-2
pareja;cliente;1;0;0;-5
parque;cliente;0;0;1;5
partes;cliente;0;0;1;1
particulares;cliente;0;0;1;1
pasa;cliente;1;0;0;-5
pasada;cliente;1;0;0;-1
pasajeros;cliente;1;0;0;-3
pasando;cliente;0;0;1;5
pasaria;cliente;1;0;0;-1
pasarlos;cliente;0;0;1;4
paula;cliente;0;0;1;5
pay;cliente;1;0;0;-5
pedi;cliente;1;0;0;-1
pediatra;cliente;1;0;0;-3
pediatrica;cliente;1;0;0;-3
pedido;cliente;0;0;1;4
pedir;cliente;1;0;0;-5
penalidades;cliente;1;0;0;-3
pense;cliente;0;1;0;0
pequeno;cliente;1;0;0;-1
personall;cliente;1;0;0;-1
personalmente;cliente;0;0;1;5
peru;cliente;0;0;1;3
pide;cliente;0;0;1;4
pidiendo;cliente;0;0;1;1
pidieron;cliente;0;0;1;5
pido;cliente;0;0;1;2
piedra;cliente;0;1;0;0
pierdo;cliente;1;0;0;-2
pierna;cliente;1;0;0;-2
pintura;cliente;0;0;1;1
piso;cliente;1;0;0;-1
plata;cliente;1;0;0;-3
please;cliente;0;0;1;2
podia;cliente;1;0;0;-4
podian;cliente;0;0;1;2
podrian;cliente;1;0;0;-1
poeciento;cliente;0;0;1;4
pondran;cliente;1;0;0;-2
ponerla;cliente;0;0;1;4
pora;cliente;1;0;0;-1
porfavor;cliente;0;0;1;5
pork;cliente;0;0;1;1
porq;cliente;0;0;1;3
porres;cliente;1;0;0;-3
pprfavor;cliente;1;0;0;-3
practicantes;cliente;0;0;1;3
prado;cliente;0;0;1;5
precisen;cliente;0;0;1;2
preferiria;cliente;0;0;1;5
prefiero;cliente;0;0;1;4
pregunta;cliente;0;0;1;2
preguntan;cliente;0;0;1;4
preguntando;cliente;0;1;0;0
preguntaron;cliente;1;0;0;-5
pregunto;cliente;1;0;0;-5
premium;cliente;0;0;1;2
prenatal;cliente;1;0;0;-1
preocupe;cliente;1;0;0;-4
presenta;cliente;0;0;1;2
presente;cliente;1;0;0;-4
presio;cliente;1;0;0;-3
preugnto;cliente;1;0;0;-4
primas;cliente;0;0;1;1
primavera;cliente;1;0;0;-4
privado;cliente;0;1;0;0
programado;cliente;1;0;0;-3
promotor;cliente;0;0;1;4
prontas;cliente;1;0;0;-2
pronto;cliente;1;0;0;-3
proporcionen;cliente;0;0;1;5
prosedo;cliente;0;0;1;1
proseguir;cliente;0;0;1;4
proveedor;cliente;0;0;1;5
proyectos;cliente;0;0;1;3
pscifico;cliente;0;0;1;2
psicologia;cliente;1;0;0;-1
publicidad;cliente;1;0;0;-3
pude;cliente;0;0;1;5
pudieras;cliente;0;0;1;3
pudiste;cliente;0;1;0;0
pueblo;cliente;0;0;1;3
puente;cliente;1;0;0;-4
pues;cliente;1;0;0;-3
puntual;cliente;1;0;0;-2
pusieron;cliente;0;0;1;4
qie;cliente;0;0;1;4
qiee;cliente;0;0;1;4
queda;cliente;1;0;0;-3
quedan;cliente;1;0;0;-1
quedaron;cliente;1;0;0;-1
quede;cliente;0;1;0;0
quedo;cliente;1;0;0;-3
quee;cliente;0;0;1;4
queja;cliente;1;0;0;-2
quejarme;cliente;1;0;0;-4
queremos;cliente;0;0;1;1
querevalu;cliente;0;1;0;0
queria;cliente;0;0;1;2
quiera;cliente;1;0;0;-1
quiere;cliente;0;0;1;5
quiero;cliente;0;0;1;3
quierocomprar;cliente;1;0;0;-1
quierosolicitar;cliente;1;0;0;-3
quincena;cliente;0;1;0;0
quinta;cliente;0;0;1;3
quise;cliente;0;0;1;5
quisera;cliente;1;0;0;-5
quisiera;cliente;0;1;0;0
quizas;cliente;0;0;1;3
rapides;cliente;1;0;0;-3
raygada;cliente;1;0;0;-5
reactivar;cliente;0;0;1;4
reales;cliente;0;0;1;2
realicen;cliente;1;0;0;-4
realizada;cliente;0;0;1;5
realmente;cliente;1;0;0;-2
reapuesta;cliente;0;0;1;3
reaseguros;cliente;0;0;1;3
recepcion;cliente;0;0;1;5
recibe;cliente;1;0;0;-3
recibi;cliente;1;0;0;-4
recibo;cliente;0;0;1;4
recien;cliente;1;0;0;-1
reclamaciones;cliente;1;0;0;-4
reconocida;cliente;1;0;0;-3
reconozco;cliente;1;0;0;-1
recuerdo;cliente;1;0;0;-1
recurrir;cliente;1;0;0;-4
redirige;cliente;1;0;0;-2
reembolso;cliente;1;0;0;-4
refiere;cliente;1;0;0;-4
refiero;cliente;0;0;1;2
registramos;cliente;0;0;1;4
registran;cliente;1;0;0;-1
registrarme;cliente;1;0;0;-5
registraron;cliente;0;0;1;5
regrese;cliente;0;0;1;2
relacion;cliente;0;0;1;4
remype;cliente;0;0;1;3
rendir;cliente;1;0;0;-3
rengifo;cliente;0;1;0;0
renovò;cliente;0;0;1;3
rentas;cliente;1;0;0;-4
representaciones;cliente;0;0;1;3
representada;cliente;1;0;0;-4
repuestos;cliente;0;0;1;2
requerimientosnnpara;cliente;0;1;0;0
requiero;cliente;1;0;0;-1
resolucion;cliente;0;0;1;2
respectivo;cliente;1;0;0;-3
responda;cliente;0;0;1;2
respondan;cliente;0;0;1;2
responden;cliente;1;0;0;-2
responder;cliente;0;0;1;3
respondieron;cliente;1;0;0;-1
responsabilidades;cliente;0;0;1;4
responsables;cliente;1;0;0;-5
respuestas;cliente;0;1;0;0
resulta;cliente;1;0;0;-4
retiro;cliente;0;0;1;2
retomar;cliente;0;0;1;4
retomarlo;cliente;0;0;1;4
retono;cliente;0;0;1;1
retornan;cliente;0;0;1;5
retrasaron;cliente;0;0;1;1
revisalo;cliente;1;0;0;-3
revisan;cliente;1;0;0;-3
revisarlo;cliente;1;0;0;-4
revocar;cliente;1;0;0;-3
ria;cliente;0;0;1;3
rmv;cliente;0;0;1;2
robo;cliente;1;0;0;-2
rodrigo;cliente;1;0;0;-4
rojas;cliente;0;1;0;0
roma;cliente;0;0;1;4
rosales;cliente;1;0;0;-1
rubros;cliente;0;0;1;2
ruiz;cliente;1;0;0;-4
runo;cliente;1;0;0;-4
sabado;cliente;1;0;0;-3
sabe;cliente;0;0;1;3
saben;cliente;1;0;0;-1
saberlo;cliente;0;0;1;2
sabes;cliente;0;0;1;2
sac;cliente;0;1;0;0
sacar;cliente;1;0;0;-3
safety;cliente;1;0;0;-2
sale;cliente;0;0;1;4
sali;cliente;1;0;0;-4
salido;cliente;1;0;0;-3
salio;cliente;1;0;0;-5
sante;cliente;1;0;0;-5
saot;cliente;0;0;1;3
saturnino;cliente;0;1;0;0
scania;cliente;1;0;0;-3
scotiabank;cliente;0;0;1;4
secreta;cliente;1;0;0;-5
seeguro;cliente;0;0;1;3
segruo;cliente;0;0;1;1
seguimiento;cliente;0;0;1;1
seguirlo;cliente;0;1;0;0
senalar;cliente;0;0;1;5
senor;cliente;1;0;0;-3
senorita;cliente;0;1;0;0
separados;cliente;1;0;0;-2
seri;cliente;1;0;0;-4
serie;cliente;1;0;0;-4
servicioç;cliente;0;0;1;4
sesiones;cliente;1;0;0;-3
setiembre;cliente;0;0;1;3
sfetypay;cliente;1;0;0;-4
sienpd;cliente;0;0;1;3
signifoca;cliente;1;0;0;-4
sigo;cliente;0;0;1;1
sigue;cliente;0;0;1;4
simplemente;cliente;0;1;0;0
siniestronluna;cliente;1;0;0;-3
sino;cliente;0;1;0;0
sioy;cliente;1;0;0;-1
sirve;cliente;0;0;1;3
sobe;cliente;0;0;1;3
sola;cliente;0;0;1;2
solamente;cliente;0;0;1;5
soldadura;cliente;1;0;0;-4
soles;cliente;1;0;0;-5
solicitabamos;cliente;1;0;0;-1
solicitare;cliente;1;0;0;-5
solicitarla;cliente;0;0;1;4
solicite;cliente;0;0;1;2
solicito;cliente;1;0;0;-2
solucionan;cliente;0;0;1;1
solucionar;cliente;0;0;1;2
solutions;cliente;0;0;1;1
sopbre;cliente;0;0;1;3
spbre;cliente;0;0;1;2
spr;cliente;1;0;0;-2
srl;cliente;1;0;0;-2
srm;cliente;1;0;0;-1
srta;cliente;1;0;0;-2
sta;cliente;0;0;1;4
stardes;cliente;1;0;0;-5
status;cliente;1;0;0;-2
stoy;cliente;0;0;1;2
suceda;cliente;0;0;1;3
sucede;cliente;0;0;1;5
sucre;cliente;0;0;1;3
suegros;cliente;0;0;1;5
sunafil;cliente;0;0;1;3
supervise;cliente;0;0;1;3
supongo;cliente;1;0;0;-4
supply;cliente;1;0;0;-4
supuestamente;cliente;0;0;1;3
supuesto;cliente;0;0;1;2
tabajo;cliente;1;0;0;-4
taboadabarbagmailcom;cliente;1;0;0;-3
tacora;cliente;0;0;1;4
talara;cliente;0;1;0;0
taller;cliente;0;0;1;4
tambobamba;cliente;0;1;0;0
tarde;cliente;0;1;0;0
tardesdeseo;cliente;1;0;0;-2
tardesquiero;cliente;1;0;0;-4
tardessolicito;cliente;1;0;0;-2
tarifas;cliente;1;0;0;-5
tecnologies;cliente;0;1;0;0
telef;cliente;0;0;1;4
temas;cliente;0;1;0;0
temo;cliente;0;1;0;0
tendieron;cliente;0;0;1;1
tendran;cliente;0;0;1;2
tendre;cliente;1;0;0;-2
tendria;cliente;0;0;1;1
tener;cliente;0;0;1;3
tenerlo;cliente;0;0;1;1
tenia;cliente;1;0;0;-3
tercer;cliente;0;0;1;3
termino;cliente;0;0;1;4
terrazas;cliente;0;0;1;1
tetraxim;cliente;1;0;0;-5
thyssenkrupp;cliente;0;0;1;4
timbra;cliente;1;0;0;-1
tinco;cliente;0;1;0;0
tiwne;cliente;0;0;1;2
tnnro;cliente;0;0;1;2
toca;cliente;1;0;0;-3
todavia;cliente;1;0;0;-4
tome;cliente;0;0;1;4
tonar;cliente;0;0;1;3
totalmente;cliente;0;0;1;1
tra;cliente;0;0;1;5
trabaja;cliente;0;0;1;2
trabajadora;cliente;1;0;0;-1
trabajan;cliente;1;0;0;-5
trabajando;cliente;0;0;1;2
trabajo;cliente;1;0;0;-1
trabajores;cliente;0;0;1;5
trabajos;cliente;0;0;1;5
trabjadores;cliente;1;0;0;-1
trades;cliente;0;0;1;4
tram;cliente;0;1;0;0
tramitar;cliente;1;0;0;-1
tratando;cliente;1;0;0;-5
tratiento;cliente;1;0;0;-4
trato;cliente;1;0;0;-3
trends;cliente;0;1;0;0
tres;cliente;0;1;0;0
tucso;cliente;1;0;0;-4
uds;cliente;1;0;0;-1
uestedes;cliente;1;0;0;-1
uetengo;cliente;0;0;1;4
ugarriza;cliente;0;0;1;2
ultima;cliente;1;0;0;-3
ultimas;cliente;1;0;0;-2
umm;cliente;1;0;0;-1
unas;cliente;0;0;1;1
unidos;cliente;0;0;1;2
universitario;cliente;1;0;0;-2
universitarion;cliente;0;0;1;3
unnano;cliente;1;0;0;-1
urb;cliente;1;0;0;-1
urge;cliente;0;0;1;1
usated;cliente;1;0;0;-4
uspor;cliente;1;0;0;-2
usted;cliente;0;0;1;2
ustedes;cliente;1;0;0;-4
usualmente;cliente;0;0;1;4
utiliza;cliente;0;0;1;4
utilizar;cliente;1;0;0;-5
utulizar;cliente;1;0;0;-1
vacuna;cliente;1;0;0;-4
vacunaba;cliente;1;0;0;-2
valdiad;cliente;0;1;0;0
validarme;cliente;0;0;1;1
vargas;cliente;0;0;1;2
varias;cliente;0;0;1;4
vean;cliente;0;0;1;4
veces;cliente;1;0;0;-3
vencer;cliente;1;0;0;-4
vencia;cliente;1;0;0;-1
vendieron;cliente;1;0;0;-3
vendio;cliente;0;0;1;4
venga;cliente;0;0;1;1
vengo;cliente;1;0;0;-1
veracidad;cliente;1;0;0;-2
veraluciagiraldogmailcom;cliente;1;0;0;-1
verdad;cliente;1;0;0;-3
verde;cliente;0;0;1;2
verifiar;cliente;0;0;1;4
verifiques;cliente;1;0;0;-2
vidrieria;cliente;1;0;0;-4
vidrio;cliente;0;0;1;2
viejo;cliente;1;0;0;-3
viendo;cliente;1;0;0;-1
vila;cliente;0;1;0;0
vilchez;cliente;1;0;0;-2
villa;cliente;1;0;0;-1
vinas;cliente;0;1;0;0
vinculacion;cliente;0;0;1;2
vinieron;cliente;0;0;1;1
virtual;cliente;0;1;0;0
visualizo;cliente;0;0;1;2
vitalicias;cliente;0;1;0;0
vivi;cliente;0;0;1;2
viviendo;cliente;0;0;1;2
vivo;cliente;1;0;0;-1
vuelos;cliente;0;0;1;5
vueltas;cliente;0;0;1;3
vuelva;cliente;0;1;0;0
vuelvo;cliente;0;0;1;3
worldgroup;cliente;1;0;0;-4
wwwpacificocompe;cliente;0;0;1;5
yendo;cliente;0;1;0;0
yobel;cliente;0;0;1;5
zentneo;cliente;1;0;0;-3
